Secteur d'activité;Année;Trimestre;Dernier jour du trimestre;Immatriculations;Radiations;Economiquement actifs;Administrativement actifs;Chiffres d'affaires
M1 - Activités juridiques;2009;4;2009-12-31;112.0;41.0;584.0;729.0;4286387.0
M5 - Autres activités scientifiques et techniques;2009;4;2009-12-31;3800.0;667.0;5490.0;13257.0;19187541.0
G1 - Commerce-réparation d'automobiles;2010;1;2010-03-31;3098.0;295.0;3127.0;8347.0;12897588.0
M1 - Activités juridiques;2010;1;2010-03-31;152.0;11.0;594.0;870.0;2219074.0
S1 - Réparations hors automobile;2010;1;2010-03-31;4747.0;396.0;6306.0;13822.0;14670593.0
S3 - Autres services personnels;2010;1;2010-03-31;6906.0;793.0;8651.0;20665.0;18672151.0
M3 - Conseil pour les affaires et autres conseils de gestion;2010;3;2010-09-30;4446.0;1124.0;12979.0;33199.0;60393600.0
JZ - Informatique, information et communication;2010;4;2010-12-31;4095.0;2929.0;12481.0;31953.0;45045135.0
CZ1 - Industrie;2011;2;2011-06-30;3563.0;2062.0;18661.0;32519.0;60154471.0
G2 - Commerce de gros, intermédiaires du commerce;2011;3;2011-09-30;1844.0;1464.0;7103.0;18119.0;34639639.0
R2 - Activités sportives;2011;3;2011-09-30;2091.0;667.0;8433.0;14561.0;22353459.0
AZ - Agriculture, sylviculture et pêche;2012;1;2012-03-31;210.0;90.0;926.0;1644.0;2620628.0
HZ1 - Taxis - VTC;2012;1;2012-03-31;253.0;114.0;653.0;1549.0;2211501.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2012;2;2012-06-30;2046.0;1497.0;11466.0;24270.0;38105743.0
KZ - Activités financières et d'assurance;2012;3;2012-09-30;439.0;340.0;1952.0;4188.0;7673957.0
N2 - Autres activités de service administratif et de soutien;2012;3;2012-09-30;3122.0;2577.0;18465.0;35742.0;59363515.0
G5 - Commerce de détail sur marchés non classé ailleurs;2013;1;2013-03-31;3835.0;1638.0;23743.0;42898.0;42004779.0
HZ3 - Activités de poste et de courrier;2013;1;2013-03-31;160.0;102.0;377.0;1024.0;1064144.0
IZ1 - Hébergement;2013;1;2013-03-31;369.0;139.0;2855.0;4488.0;8281772.0
JZ - Informatique, information et communication;2013;1;2013-03-31;4614.0;2393.0;18059.0;39580.0;57096823.0
UZ - Autres;2013;1;2013-03-31;11.0;7.0;46.0;86.0;128457.0
AZ - Agriculture, sylviculture et pêche;2013;2;2013-06-30;116.0;84.0;1192.0;1853.0;3583279.0
HZ2 - Transports routier de fret et déménagement;2013;2;2013-06-30;180.0;126.0;635.0;1398.0;1904043.0
M2 - Activités comptables, de conseil et d'ingénierie;2013;2;2013-06-30;2886.0;1806.0;15818.0;30612.0;66304627.0
F1 - BTP gros-oeuvre;2013;3;2013-09-30;2967.0;2111.0;20599.0;38747.0;87446034.0
HZ4 - Autres activités de transports et entreposage;2013;3;2013-09-30;466.0;313.0;1454.0;3418.0;4547872.0
F1 - BTP gros-oeuvre;2014;1;2014-03-31;4358.0;2037.0;20773.0;40558.0;80456575.0
M2 - Activités comptables, de conseil et d'ingénierie;2014;1;2014-03-31;3510.0;1866.0;16566.0;32631.0;66461868.0
UZ - Autres;2014;2;2014-06-30;3.0;8.0;37.0;67.0;98330.0
CZ2 - Métiers de bouche;2014;3;2014-09-30;1448.0;1135.0;10517.0;17377.0;39517660.0
HZ2 - Transports routier de fret et déménagement;2014;3;2014-09-30;171.0;137.0;763.0;1632.0;2370760.0
G1 - Commerce-réparation d'automobiles;2014;4;2014-12-31;2546.0;2504.0;11910.0;24176.0;49095607.0
HZ1 - Taxis - VTC;2014;4;2014-12-31;1859.0;592.0;1807.0;5605.0;6270138.0
HZ2 - Transports routier de fret et déménagement;2014;4;2014-12-31;230.0;228.0;759.0;1634.0;2504618.0
JZ - Informatique, information et communication;2014;4;2014-12-31;3519.0;5579.0;21135.0;40521.0;71548007.0
M1 - Activités juridiques;2015;2;2015-06-30;92.0;41.0;825.0;1419.0;4376757.0
PZ - Enseignement;2015;2;2015-06-30;2910.0;1933.0;39867.0;60942.0;115829353.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2015;3;2015-09-30;2419.0;2071.0;24999.0;42780.0;97190107.0
HZ2 - Transports routier de fret et déménagement;2015;3;2015-09-30;190.0;105.0;826.0;1942.0;2682700.0
IZ2 - Restauration et débits de boissons;2015;3;2015-09-30;2064.0;1506.0;15605.0;27095.0;87619538.0
CZ1 - Industrie;2015;4;2015-12-31;2767.0;7043.0;37640.0;53524.0;112113011.0
G1 - Commerce-réparation d'automobiles;2015;4;2015-12-31;2155.0;5172.0;12938.0;24861.0;55848356.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2015;4;2015-12-31;1911.0;4481.0;15695.0;26751.0;52924067.0
N1 - Activités de nettoyage;2015;4;2015-12-31;1840.0;3800.0;17432.0;27090.0;53315178.0
R2 - Activités sportives;2015;4;2015-12-31;1494.0;3064.0;18988.0;27724.0;50703129.0
CZ2 - Métiers de bouche;2016;2;2016-06-30;1717.0;642.0;11687.0;19825.0;40160301.0
F1 - BTP gros-oeuvre;2016;2;2016-06-30;3072.0;1140.0;25549.0;46236.0;117047491.0
M1 - Activités juridiques;2016;2;2016-06-30;80.0;35.0;801.0;1396.0;4505571.0
R2 - Activités sportives;2016;2;2016-06-30;1521.0;687.0;20315.0;30036.0;53598250.0
UZ - Autres;2016;2;2016-06-30;3.0;2.0;38.0;55.0;108022.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2016;3;2016-09-30;1910.0;869.0;15582.0;30823.0;48741953.0
G2 - Commerce de gros, intermédiaires du commerce;2016;4;2016-12-31;2726.0;5163.0;14032.0;26412.0;74480653.0
HZ3 - Activités de poste et de courrier;2016;4;2016-12-31;3875.0;1917.0;4076.0;12653.0;6824604.0
R1 - Arts, spectacles et autres activités récréatives;2016;4;2016-12-31;3931.0;7854.0;34828.0;57918.0;89013047.0
CZ2 - Métiers de bouche;2017;1;2017-03-31;1536.0;562.0;10824.0;19411.0;32720438.0
HZ2 - Transports routier de fret et déménagement;2017;1;2017-03-31;344.0;123.0;973.0;2338.0;2764606.0
M3 - Conseil pour les affaires et autres conseils de gestion;2017;1;2017-03-31;8051.0;2628.0;26296.0;56026.0;116902117.0
QZ - Santé;2017;1;2017-03-31;6079.0;1265.0;46244.0;59908.0;124552776.0
S2 - Coiffure et soins du corps;2017;1;2017-03-31;3368.0;1235.0;40381.0;50708.0;100514317.0
AZ - Agriculture, sylviculture et pêche;2017;2;2017-06-30;126.0;42.0;1606.0;2468.0;5170563.0
F1 - BTP gros-oeuvre;2017;2;2017-06-30;2846.0;1064.0;26820.0;46517.0;132080913.0
G5 - Commerce de détail sur marchés non classé ailleurs;2017;2;2017-06-30;2453.0;982.0;31802.0;49103.0;68715166.0
IZ2 - Restauration et débits de boissons;2017;2;2017-06-30;3279.0;1317.0;17650.0;30898.0;87996019.0
N1 - Activités de nettoyage;2017;2;2017-06-30;2796.0;801.0;21672.0;33984.0;68648621.0
KZ - Activités financières et d'assurance;2017;3;2017-09-30;524.0;276.0;3237.0;6661.0;13911505.0
R1 - Arts, spectacles et autres activités récréatives;2017;3;2017-09-30;4812.0;1933.0;35941.0;67215.0;88011775.0
G1 - Commerce-réparation d'automobiles;2017;4;2017-12-31;2453.0;4726.0;14738.0;27719.0;74580283.0
IZ2 - Restauration et débits de boissons;2018;1;2018-03-31;3380.0;1210.0;16516.0;32052.0;75176425.0
M3 - Conseil pour les affaires et autres conseils de gestion;2018;2;2018-06-30;9823.0;3766.0;34087.0;76397.0;170409327.0
HZ3 - Activités de poste et de courrier;2018;3;2018-09-30;10581.0;3481.0;11701.0;48688.0;16885127.0
HZ4 - Autres activités de transports et entreposage;2018;3;2018-09-30;272.0;141.0;1681.0;3939.0;6112316.0
G6 - Commerce de détail non spécialisé;2018;4;2018-12-31;3653.0;5643.0;21070.0;36786.0;92859020.0
HZ4 - Autres activités de transports et entreposage;2018;4;2018-12-31;283.0;805.0;1698.0;3417.0;6190391.0
JZ - Informatique, information et communication;2018;4;2018-12-31;4835.0;7430.0;29153.0;51728.0;142887285.0
KZ - Activités financières et d'assurance;2018;4;2018-12-31;843.0;1058.0;4268.0;7565.0;25475080.0
QZ - Santé;2018;4;2018-12-31;4076.0;5834.0;58491.0;71361.0;181269880.0
G2 - Commerce de gros, intermédiaires du commerce;2019;1;2019-03-31;5187.0;1583.0;18310.0;40127.0;111443503.0
HZ3 - Activités de poste et de courrier;2019;1;2019-03-31;16687.0;3939.0;18183.0;66243.0;30127093.0
HZ3 - Activités de poste et de courrier;2019;2;2019-06-30;15358.0;4328.0;19948.0;77273.0;34650569.0
M5 - Autres activités scientifiques et techniques;2019;2;2019-06-30;5603.0;1769.0;40786.0;71469.0;169530147.0
R2 - Activités sportives;2019;2;2019-06-30;2052.0;766.0;28283.0;41322.0;85892996.0
F3 - BTP travaux de finition;2019;3;2019-09-30;5081.0;1681.0;56177.0;88572.0;335452539.0
JZ - Informatique, information et communication;2019;4;2019-12-31;6567.0;7135.0;34571.0;64128.0;198700873.0
LZ - Activités immobilières;2020;1;2020-03-31;4482.0;1303.0;15523.0;39290.0;108606525.0
S1 - Réparations hors automobile;2020;1;2020-03-31;1939.0;450.0;17318.0;27019.0;53707507.0
HZ3 - Activités de poste et de courrier;2020;2;2020-06-30;16674.0;2726.0;26097.0;109044.0;46215754.0
HZ3 - Activités de poste et de courrier;2020;3;2020-09-30;23454.0;3833.0;32799.0;128665.0;53908683.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2020;3;2020-09-30;3753.0;948.0;25443.0;50624.0;97272274.0
S1 - Réparations hors automobile;2020;3;2020-09-30;1743.0;497.0;19219.0;29157.0;70357434.0
IZ2 - Restauration et débits de boissons;2020;4;2020-12-31;6668.0;5685.0;23527.0;51169.0;99985937.0
R2 - Activités sportives;2020;4;2020-12-31;1972.0;3328.0;26058.0;47140.0;63501954.0
S2 - Coiffure et soins du corps;2024;2;2024-06-30;6765.0;2051.0;87354.0;126117.0;296067198.0
F1 - BTP gros-oeuvre;2024;3;2024-09-30;3825.0;1268.0;46837.0;87673.0;321751238.0
F3 - BTP travaux de finition;2024;3;2024-09-30;4962.0;1791.0;74177.0;129758.0;504165652.0
F2 - BTP travaux d'installation;2024;4;2024-12-31;4015.0;8510.9556219;44833.0;75024.0;368649506.0
G5 - Commerce de détail sur marchés non classé ailleurs;2024;4;2024-12-31;1873.0;4476.7434368;32232.0;51665.0;114209892.0
QZ - Santé;2024;4;2024-12-31;4622.0;10358.101182;89799.0;119603.0;419548128.0
UZ - Autres;2024;4;2024-12-31;7.0;8.0;43.0;92.0;148070.0
F1 - BTP gros-oeuvre;2009;1;2009-03-31;2773.0;24.0;601.0;2750.0;2657311.0
M5 - Autres activités scientifiques et techniques;2009;1;2009-03-31;3345.0;20.0;481.0;3326.0;1449377.0
M2 - Activités comptables, de conseil et d'ingénierie;2009;2;2009-06-30;2642.0;51.0;1295.0;4709.0;6555998.0
M3 - Conseil pour les affaires et autres conseils de gestion;2009;2;2009-06-30;4643.0;99.0;2401.0;8698.0;13721399.0
N1 - Activités de nettoyage;2009;2;2009-06-30;1698.0;49.0;838.0;2884.0;2554072.0
IZ1 - Hébergement;2009;3;2009-09-30;269.0;31.0;1272.0;1647.0;9837983.0
UZ - Autres;2009;3;2009-09-30;18.0;1.0;23.0;70.0;137273.0
R2 - Activités sportives;2009;4;2009-12-31;1528.0;171.0;2584.0;4969.0;6365577.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2010;1;2010-03-31;7392.0;784.0;9685.0;21590.0;32981489.0
CZ1 - Industrie;2010;2;2010-06-30;4098.0;539.0;12770.0;23999.0;39511165.0
F2 - BTP travaux d'installation;2010;2;2010-06-30;3494.0;499.0;7297.0;17670.0;32034293.0
LZ - Activités immobilières;2010;2;2010-06-30;1078.0;198.0;2218.0;5639.0;10923595.0
R2 - Activités sportives;2010;2;2010-06-30;1536.0;182.0;4835.0;8683.0;12840719.0
KZ - Activités financières et d'assurance;2010;3;2010-09-30;454.0;162.0;1267.0;3298.0;5017395.0
M5 - Autres activités scientifiques et techniques;2010;3;2010-09-30;3343.0;717.0;10680.0;25117.0;36508159.0
F2 - BTP travaux d'installation;2010;4;2010-12-31;3120.0;1671.0;9335.0;21315.0;48985645.0
HZ2 - Transports routier de fret et déménagement;2010;4;2010-12-31;155.0;142.0;394.0;1211.0;1358719.0
M1 - Activités juridiques;2010;4;2010-12-31;63.0;108.0;693.0;911.0;4141476.0
QZ - Santé;2010;4;2010-12-31;2348.0;1067.0;10969.0;16821.0;25144906.0
S1 - Réparations hors automobile;2011;1;2011-03-31;2607.0;996.0;9861.0;20081.0;24418887.0
S3 - Autres services personnels;2011;1;2011-03-31;4202.0;1849.0;14202.0;30500.0;32954660.0
LZ - Activités immobilières;2011;2;2011-06-30;1278.0;708.0;3584.0;8278.0;18514496.0
N1 - Activités de nettoyage;2011;2;2011-06-30;1956.0;1234.0;7511.0;14662.0;22008450.0
S3 - Autres services personnels;2011;2;2011-06-30;3333.0;2950.0;15363.0;30883.0;39309885.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2011;3;2011-09-30;197.0;217.0;1084.0;2078.0;6415324.0
G5 - Commerce de détail sur marchés non classé ailleurs;2011;3;2011-09-30;2811.0;2250.0;21780.0;37396.0;54587879.0
N1 - Activités de nettoyage;2011;3;2011-09-30;1535.0;969.0;8058.0;15228.0;24351682.0
PZ - Enseignement;2011;4;2011-12-31;4252.0;3125.0;24050.0;39552.0;79068408.0
CZ1 - Industrie;2012;1;2012-03-31;4943.0;1887.0;21851.0;38077.0;64627954.0
F3 - BTP travaux de finition;2012;1;2012-03-31;7464.0;3705.0;25577.0;51258.0;113671683.0
JZ - Informatique, information et communication;2012;1;2012-03-31;5060.0;2851.0;15067.0;36850.0;51969098.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2012;3;2012-09-30;229.0;188.0;1218.0;2181.0;6996100.0
JZ - Informatique, information et communication;2012;3;2012-09-30;3643.0;2844.0;16732.0;38765.0;52953917.0
M2 - Activités comptables, de conseil et d'ingénierie;2012;3;2012-09-30;2536.0;1685.0;13683.0;28252.0;55470905.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2012;3;2012-09-30;1840.0;1562.0;11489.0;24548.0;35060394.0
UZ - Autres;2012;3;2012-09-30;6.0;8.0;45.0;94.0;167690.0
CZ1 - Industrie;2012;4;2012-12-31;3305.0;3333.0;26986.0;41495.0;83428537.0
JZ - Informatique, information et communication;2012;4;2012-12-31;3558.0;4964.0;17994.0;37359.0;62937333.0
S3 - Autres services personnels;2012;4;2012-12-31;2687.0;3566.0;19346.0;32705.0;48763912.0
CZ2 - Métiers de bouche;2013;1;2013-03-31;1491.0;803.0;7645.0;14810.0;23212354.0
F3 - BTP travaux de finition;2013;1;2013-03-31;6880.0;2915.0;31572.0;59273.0;129433188.0
M3 - Conseil pour les affaires et autres conseils de gestion;2013;1;2013-03-31;4488.0;2583.0;18989.0;39194.0;84481625.0
QZ - Santé;2013;1;2013-03-31;4057.0;1061.0;24487.0;33217.0;57889593.0
F3 - BTP travaux de finition;2013;2;2013-06-30;5753.0;3380.0;34656.0;61646.0;155837018.0
M5 - Autres activités scientifiques et techniques;2013;2;2013-06-30;3789.0;2481.0;22342.0;42301.0;71071143.0
F2 - BTP travaux d'installation;2013;3;2013-09-30;2288.0;1739.0;17533.0;31086.0;82212905.0
HZ3 - Activités de poste et de courrier;2013;3;2013-09-30;156.0;111.0;394.0;1063.0;1002665.0
S2 - Coiffure et soins du corps;2013;3;2013-09-30;3182.0;2444.0;34449.0;46783.0;78239141.0
F1 - BTP gros-oeuvre;2013;4;2013-12-31;2871.0;3381.0;20191.0;38237.0;89609141.0
R2 - Activités sportives;2013;4;2013-12-31;1759.0;1438.0;15022.0;22744.0;39129487.0
S3 - Autres services personnels;2013;4;2013-12-31;2526.0;2880.0;21666.0;34588.0;52506625.0
G5 - Commerce de détail sur marchés non classé ailleurs;2014;1;2014-03-31;3733.0;1779.0;25317.0;45297.0;43635261.0
HZ3 - Activités de poste et de courrier;2014;1;2014-03-31;240.0;103.0;395.0;1214.0;1045861.0
LZ - Activités immobilières;2014;1;2014-03-31;1702.0;834.0;5360.0;12112.0;24153153.0
M5 - Autres activités scientifiques et techniques;2014;1;2014-03-31;5013.0;2298.0;23226.0;45933.0;69987554.0
S1 - Réparations hors automobile;2014;1;2014-03-31;2083.0;950.0;14264.0;22205.0;35857982.0
AZ - Agriculture, sylviculture et pêche;2014;4;2014-12-31;146.0;169.0;1419.0;2096.0;4243108.0
F1 - BTP gros-oeuvre;2015;1;2015-03-31;3659.0;1286.0;22083.0;44189.0;85153688.0
IZ2 - Restauration et débits de boissons;2015;1;2015-03-31;2513.0;1182.0;12385.0;25000.0;49946742.0
F2 - BTP travaux d'installation;2015;2;2015-06-30;2163.0;1215.0;19946.0;35627.0;96779518.0
G2 - Commerce de gros, intermédiaires du commerce;2015;2;2015-06-30;2531.0;1314.0;11683.0;26230.0;52267158.0
N1 - Activités de nettoyage;2015;2;2015-06-30;2182.0;904.0;16823.0;27965.0;48389291.0
IZ2 - Restauration et débits de boissons;2015;4;2015-12-31;1802.0;4330.0;14141.0;24567.0;64869603.0
S2 - Coiffure et soins du corps;2015;4;2015-12-31;2357.0;5486.0;38795.0;47804.0;100717798.0
HZ3 - Activités de poste et de courrier;2016;1;2016-03-31;2451.0;373.0;2295.0;6344.0;4310859.0
M2 - Activités comptables, de conseil et d'ingénierie;2016;1;2016-03-31;4446.0;1553.0;19732.0;37681.0;81524544.0
G1 - Commerce-réparation d'automobiles;2016;2;2016-06-30;2476.0;1182.0;13408.0;27988.0;55347629.0
N1 - Activités de nettoyage;2017;3;2017-09-30;2338.0;863.0;22545.0;35459.0;72671856.0
G6 - Commerce de détail non spécialisé;2018;2;2018-06-30;3719.0;1588.0;19605.0;37266.0;77100732.0
HZ1 - Taxis - VTC;2018;2;2018-06-30;2071.0;455.0;6347.0;14754.0;28299573.0
M1 - Activités juridiques;2018;2;2018-06-30;81.0;50.0;870.0;1328.0;5907471.0
M5 - Autres activités scientifiques et techniques;2018;2;2018-06-30;4418.0;1677.0;35421.0;62600.0;135588328.0
CZ1 - Industrie;2018;3;2018-09-30;3701.0;1393.0;45718.0;70312.0;149320437.0
G1 - Commerce-réparation d'automobiles;2019;1;2019-03-31;4058.0;1308.0;16987.0;33723.0;83489415.0
UZ - Autres;2019;1;2019-03-31;6.0;2.0;34.0;55.0;86393.0
F1 - BTP gros-oeuvre;2019;3;2019-09-30;3592.0;1095.0;33831.0;56676.0;200012651.0
CZ1 - Industrie;2019;4;2019-12-31;7402.0;5552.0;57611.0;83823.0;213215121.0
N2 - Autres activités de service administratif et de soutien;2019;4;2019-12-31;4954.0;4915.0;33905.0;54100.0;144416867.0
S3 - Autres services personnels;2019;4;2019-12-31;7572.0;5584.0;46887.0;71487.0;132029841.0
M1 - Activités juridiques;2020;1;2020-03-31;94.0;43.0;1001.0;1450.0;6655257.0
N2 - Autres activités de service administratif et de soutien;2020;1;2020-03-31;5258.0;1379.0;31747.0;57979.0;114514569.0
R1 - Arts, spectacles et autres activités récréatives;2020;1;2020-03-31;6918.0;1783.0;43947.0;90428.0;117469173.0
UZ - Autres;2020;4;2020-12-31;3.0;7.0;34.0;55.0;116159.0
M1 - Activités juridiques;2021;1;2021-03-31;185.0;35.0;1125.0;1602.0;7438072.0
QZ - Santé;2021;1;2021-03-31;7835.0;1541.0;72082.0;96442.0;271490579.0
F1 - BTP gros-oeuvre;2021;2;2021-06-30;4156.0;1270.0;42474.0;70345.0;305582711.0
HZ2 - Transports routier de fret et déménagement;2021;2;2021-06-30;661.0;217.0;2466.0;6346.0;8435439.0
IZ1 - Hébergement;2021;2;2021-06-30;688.0;220.0;8143.0;11563.0;37979332.0
M1 - Activités juridiques;2021;2;2021-06-30;111.0;31.0;1161.0;1682.0;9749169.0
N2 - Autres activités de service administratif et de soutien;2021;2;2021-06-30;5030.0;1545.0;36995.0;69259.0;150375994.0
S2 - Coiffure et soins du corps;2021;2;2021-06-30;5564.0;1367.0;61241.0;83917.0;163189579.0
S3 - Autres services personnels;2021;2;2021-06-30;9671.0;2027.0;60949.0;100763.0;165979011.0
HZ2 - Transports routier de fret et déménagement;2021;3;2021-09-30;599.0;239.0;2597.0;6706.0;9059315.0
UZ - Autres;2021;3;2021-09-30;3.0;2.0;37.0;60.0;151213.0
S2 - Coiffure et soins du corps;2021;4;2021-12-31;5976.0;6016.0;67718.0;87761.0;223603301.0
F2 - BTP travaux d'installation;2022;1;2022-03-31;5396.0;1461.0;39282.0;64385.0;290163109.0
IZ1 - Hébergement;2022;1;2022-03-31;867.0;232.0;7299.0;11964.0;31547088.0
F2 - BTP travaux d'installation;2022;2;2022-06-30;3907.0;1510.0;40053.0;66782.0;310073195.0
S3 - Autres services personnels;2022;2;2022-06-30;11072.0;2951.0;79598.0;128676.0;239360698.0
JZ - Informatique, information et communication;2022;3;2022-09-30;8948.0;3036.0;51693.0;111826.0;351141341.0
R2 - Activités sportives;2022;3;2022-09-30;4133.0;984.0;37803.0;61924.0;121529210.0
S2 - Coiffure et soins du corps;2022;3;2022-09-30;6016.0;2027.0;72990.0;102105.0;230365286.0
F2 - BTP travaux d'installation;2023;1;2023-03-31;5189.0;1533.0;41669.0;69626.0;323494818.0
S1 - Réparations hors automobile;2023;2;2023-06-30;1368.0;575.0;22600.0;35379.0;92348529.0
G1 - Commerce-réparation d'automobiles;2023;3;2023-09-30;4255.0;1458.0;25409.0;60656.0;122759547.0
CZ2 - Métiers de bouche;2024;1;2024-03-31;2283.0;654.0;17929.0;32400.0;73242427.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2024;1;2024-03-31;2720.0;1030.0;31010.0;53307.0;135313056.0
AZ - Agriculture, sylviculture et pêche;2024;2;2024-06-30;146.0;41.0;2205.0;3447.0;10268732.0
HZ2 - Transports routier de fret et déménagement;2024;2;2024-06-30;1818.0;395.0;3867.0;13413.0;14292985.0
IZ1 - Hébergement;2024;2;2024-06-30;746.0;209.0;10538.0;14181.0;82691059.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2024;2;2024-06-30;3827.0;1209.0;41000.0;86777.0;201940637.0
G1 - Commerce-réparation d'automobiles;2024;3;2024-09-30;5173.0;1700.0;27451.0;67168.0;137640238.0
